"Rsid"	"E003"	"E004"	"E005"	"E006"	"E007"	"E008"	"E011"	"E012"	"E013"	"E014"	"E015"	"E016"	"E017"	"E019"	"E020"	"E021"	"E022"	"E026"	"E029"	"E032"	"E034"	"E037"	"E038"	"E039"	"E040"	"E041"	"E042"	"E043"	"E044"	"E045"	"E046"	"E047"	"E048"	"E049"	"E050"	"E055"	"E056"	"E058"	"E059"	"E061"	"E062"	"E063"	"E065"	"E066"	"E067"	"E068"	"E069"	"E071"	"E072"	"E073"	"E074"	"E075"	"E076"	"E078"	"E079"	"E080"	"E084"	"E085"	"E087"	"E089"	"E090"	"E091"	"E092"	"E093"	"E094"	"E095"	"E096"	"E097"	"E098"	"E099"	"E100"	"E101"	"E102"	"E103"	"E104"	"E105"	"E106"	"E108"	"E109"	"E111"	"E112"	"E113"	"E114"	"E115"	"E116"	"E117"	"E118"	"E119"	"E120"	"E121"	"E122"	"E123"	"E124"	"E125"	"E126"	"E127"	"E128"	"E129"
"rs55990055"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"10_EnhA2"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"6_TxWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"
"rs55994631"	"5_Tx"	"18_Quies"	"7_EnhG1"	"7_EnhG1"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"8_EnhG2"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"7_EnhG1"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"7_EnhG1"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"7_EnhG1"	"5_Tx"	"5_Tx"	"11_EnhWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"
"rs56001051"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"11_EnhWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"16_ReprPC"	"16_ReprPC"	"17_ReprPCWk"	"10_EnhA2"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"16_ReprPC"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"
"rs56043629"	"5_Tx"	"18_Quies"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"
"rs56094641"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"11_EnhWk"	"11_EnhWk"	"11_EnhWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"18_Quies"	"18_Quies"	"18_Quies"	"9_EnhA1"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"9_EnhA1"	"6_TxWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"11_EnhWk"	"10_EnhA2"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"10_EnhA2"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"10_EnhA2"	"11_EnhWk"	"6_TxWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"11_EnhWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"11_EnhWk"	"9_EnhA1"	"11_EnhWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"18_Quies"	"11_EnhWk"	"17_ReprPCWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"9_EnhA1"
"rs56098307"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"6_TxWk"	"17_ReprPCWk"	"13_Het"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"16_ReprPC"	"16_ReprPC"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"6_TxWk"	"18_Quies"	"16_ReprPC"	"13_Het"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"6_TxWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"13_Het"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"6_TxWk"	"16_ReprPC"	"13_Het"	"18_Quies"	"16_ReprPC"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"6_TxWk"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"
"rs56123155"	"18_Quies"	"6_TxWk"	"10_EnhA2"	"9_EnhA1"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"10_EnhA2"	"18_Quies"	"12_ZNF/Rpts"	"6_TxWk"	"11_EnhWk"	"18_Quies"	"6_TxWk"	"13_Het"	"13_Het"	"9_EnhA1"	"18_Quies"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"6_TxWk"	"3_TssFlnkU"	"6_TxWk"	"11_EnhWk"	"11_EnhWk"	"11_EnhWk"	"11_EnhWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"10_EnhA2"	"10_EnhA2"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"9_EnhA1"	"10_EnhA2"	"9_EnhA1"	"10_EnhA2"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"5_Tx"	"6_TxWk"	"9_EnhA1"	"10_EnhA2"	"18_Quies"	"11_EnhWk"	"18_Quies"	"18_Quies"	"11_EnhWk"	"10_EnhA2"	"9_EnhA1"	"10_EnhA2"	"6_TxWk"	"10_EnhA2"	"11_EnhWk"	"10_EnhA2"	"3_TssFlnkU"	"6_TxWk"	"6_TxWk"	"11_EnhWk"	"5_Tx"	"5_Tx"	"11_EnhWk"	"5_Tx"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"9_EnhA1"	"18_Quies"	"6_TxWk"	"9_EnhA1"	"9_EnhA1"	"9_EnhA1"	"9_EnhA1"	"9_EnhA1"
"rs56136608"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"9_EnhA1"	"10_EnhA2"	"18_Quies"	"18_Quies"	"18_Quies"	"11_EnhWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"11_EnhWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"
"rs56137030"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"6_TxWk"
"rs56137757"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"6_TxWk"	"17_ReprPCWk"	"13_Het"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"16_ReprPC"	"16_ReprPC"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"6_TxWk"	"11_EnhWk"	"17_ReprPCWk"	"12_ZNF/Rpts"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"11_EnhWk"	"17_ReprPCWk"	"6_TxWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"13_Het"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"6_TxWk"	"16_ReprPC"	"13_Het"	"18_Quies"	"16_ReprPC"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"6_TxWk"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"16_ReprPC"	"16_ReprPC"
"rs56153133"	"5_Tx"	"18_Quies"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"7_EnhG1"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"
"rs56157706"	"18_Quies"	"18_Quies"	"18_Quies"	"10_EnhA2"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"11_EnhWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"16_ReprPC"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"16_ReprPC"	"18_Quies"	"18_Quies"	"11_EnhWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"
"rs56166620"	"18_Quies"	"18_Quies"	"18_Quies"	"10_EnhA2"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"18_Quies"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"18_Quies"	"18_Quies"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"6_TxWk"	"11_EnhWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"11_EnhWk"	"6_TxWk"	"11_EnhWk"	"11_EnhWk"	"4_TssFlnkD"	"18_Quies"	"11_EnhWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"11_EnhWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"8_EnhG2"	"11_EnhWk"	"6_TxWk"	"10_EnhA2"	"18_Quies"	"11_EnhWk"	"18_Quies"	"11_EnhWk"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"4_TssFlnkD"	"11_EnhWk"	"11_EnhWk"	"11_EnhWk"	"9_EnhA1"	"18_Quies"	"11_EnhWk"	"9_EnhA1"	"3_TssFlnkU"	"18_Quies"	"8_EnhG2"	"18_Quies"	"18_Quies"	"10_EnhA2"	"6_TxWk"	"18_Quies"	"11_EnhWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"
"rs56171374"	"18_Quies"	"18_Quies"	"9_EnhA1"	"11_EnhWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"11_EnhWk"	"9_EnhA1"	"18_Quies"	"11_EnhWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"11_EnhWk"	"18_Quies"	"18_Quies"	"16_ReprPC"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"11_EnhWk"	"17_ReprPCWk"	"11_EnhWk"	"17_ReprPCWk"	"11_EnhWk"	"11_EnhWk"	"11_EnhWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"16_ReprPC"	"16_ReprPC"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"16_ReprPC"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"11_EnhWk"	"11_EnhWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"11_EnhWk"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"17_ReprPCWk"
"rs56178811"	"18_Quies"	"18_Quies"	"6_TxWk"	"10_EnhA2"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"11_EnhWk"	"18_Quies"	"6_TxWk"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"18_Quies"	"3_TssFlnkU"	"6_TxWk"	"6_TxWk"	"18_Quies"	"11_EnhWk"	"11_EnhWk"	"6_TxWk"	"11_EnhWk"	"9_EnhA1"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"11_EnhWk"	"6_TxWk"	"11_EnhWk"	"11_EnhWk"	"9_EnhA1"	"11_EnhWk"	"18_Quies"	"18_Quies"	"4_TssFlnkD"	"18_Quies"	"11_EnhWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"11_EnhWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"9_EnhA1"	"11_EnhWk"	"6_TxWk"	"18_Quies"	"10_EnhA2"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"10_EnhA2"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"11_EnhWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"11_EnhWk"	"18_Quies"	"11_EnhWk"	"3_TssFlnkU"	"3_TssFlnkU"	"11_EnhWk"	"9_EnhA1"	"3_TssFlnkU"	"11_EnhWk"	"18_Quies"	"3_TssFlnkU"	"18_Quies"	"11_EnhWk"	"9_EnhA1"	"11_EnhWk"	"3_TssFlnkU"	"4_TssFlnkD"	"9_EnhA1"
